Mo_1,Mo_3,Mo_6,Yr_1,Yr_2,Yr_3,Yr_5,Yr_7,Yr_10,Yr_20,Yr_30,Date
0.04592633296569025,0.0019628642764603094,0.015799327184974725,0.01579932680228023,0.01338547601364378,0.00915765436688212,0.00024635513270930705,0.00024635494509180864,0.0002463546661897194,0.03448290666061915,0.0005907004185256103,2006-02-10
0.0002969294274684804,0.00041410813786470284,0.00011808409066581938,8.159024123035995e-07,8.460145638745148e-05,8.841914189594823e-05,0.00010453235265002318,0.00010453235568173117,0.00010453236021230303,2.312424661600557e-06,8.771057045578024e-05,2006-02-13
0.001608568889826169,1.932085673800069e-08,0.00010162571737191127,0.00010018690702189328,9.812583119268848e-05,0.00039614908884091834,0.0008937289209481114,0.000893728920857143,0.0015916151224413997,0.0016012454859069887,0.0016076941079794548,2006-02-14
0.0003379705040614356,0.0003155625572259646,0.00032933807265273787,1.054561131464024e-05,0.00029134460628940564,6.461935974270305e-08,9.316781280952068e-05,0.0001029259959455133,9.964704596328635e-05,0.0004000083976489093,0.00039999811873393375,2006-02-15
0.00010680178330456408,9.742261884749295e-07,0.0001247284653077489,9.219304507651357e-05,0.0003940689324476563,0.00010152532210728025,0.00010164920560822801,0.00010182604221967103,0.00040376474250684147,0.00010380838638039391,0.00010379862079573693,2006-02-16
3.770467476997418e-05,7.660886397078319e-06,1.813232688923833e-05,8.295334489936543e-05,0.0009191818222668593,0.0008977957838100106,0.0016073111679018918,0.002508981550097059,0.0025188749545862607,0.003611460960507663,0.0036114604274582202,2006-02-17
0.0013183258742733963,0.0003718043850617276,0.0016476038966450072,0.002623816041570849,0.001624648920821086,0.0015779103865033743,0.0018449116101020774,0.001567849997702592,0.0009167428452944997,9.145890078892802e-05,0.00038724301568792606,2006-02-21
0.0004760816772904501,3.464457411423818e-05,0.0006530104699928339,0.000713492561364089,0.0009299676742983273,0.0005249510799212997,0.00040523295054602275,0.0009050077713100019,0.0015834226357459452,0.0016054349028774427,0.0024806921188733322,2006-02-22
0.0013413546400188475,0.0008517939180241903,0.0003967118142576743,0.0008739055949054003,0.0007499765911569927,0.0013379649296580709,0.0039133684507694725,0.0006622377294664091,0.0004199226357089487,0.0004606100752121255,0.000622708622098047,2006-02-23
0.0002715452871929934,9.437927930057194e-05,7.399331726883971e-05,5.141753703489343e-06,0.0003401855730741597,9.50191175674553e-07,0.0004159922541929822,0.00028511762617175143,0.000282885965032093,7.076632445846681e-05,0.0001298874956932187,2006-02-24
0.00164638101606928,0.0005942926441214367,0.00027892903768878165,0.0007489765295014117,0.00010431602365685269,3.0431645915182506e-05,0.0006973161708539467,0.00020986720445699593,0.0002357030866425398,0.001070497399564838,0.0011345785986141056,2006-02-27
7.335831861836521e-05,5.605750946876212e-06,0.0006405859378803791,0.0006072951381867502,0.0038188584281406745,0.003191607324476476,0.002079724734082506,0.002258563399331725,0.002177035314365731,0.0008581241815467331,0.0008025637357797305,2006-02-28
5.6254722005991554e-05,0.000122002708094768,9.280737395153559e-06,0.00016818506974226204,0.0001394378275415375,6.268985460329657e-05,0.0003056717464025695,0.0006987011211147438,0.0013149178357230347,0.0016461175336550157,0.0025822354517340347,2006-03-01
8.70848859285901e-07,0.0001869043238820759,2.823547431574044e-06,5.05911641460534e-05,8.955075103330787e-05,0.0014663566816900998,0.0025249285015201688,0.00378090003942023,0.0027788502547875012,0.0035252250299113524,0.0037373653122371835,2006-03-02
2.0292315623501183e-05,8.693871521359953e-05,5.413832958004885e-05,6.645722958769462e-05,0.0009989639868799864,0.001566556102563812,0.0010424154025847332,0.001289443613091969,0.0015410942811641178,0.0014546919265960268,0.0016872774373812064,2006-03-03
0.0002494917617943859,0.00018000232567939503,5.713220976594025e-05,0.0003219911181516227,0.00043860122649622737,0.0009623908145555812,0.0025126209558500624,0.0030928079390244783,0.005072334955158947,0.0068727487521453795,0.005461139379842247,2006-03-06
0.0002640220390411748,0.0001700278778451159,2.9578351361609567e-05,0.0001178014988855639,1.6598966063703053e-05,0.0006109405388510778,4.227575492279122e-05,5.517039462265268e-05,7.081851942442641e-06,2.049101032976486e-08,1.4105124205288804e-06,2006-03-07
0.0001045450130190383,0.0015739464747443622,2.0169203073428495e-06,4.0975598757550295e-05,0.002889406410778675,1.1470629521963131e-05,0.00012801121286495795,8.37325868852888e-05,0.0002660615969334004,3.6640777670801256e-06,1.8607112548310329e-07,2006-03-08
3.775453246543044e-05,3.139457283269863e-05,0.00015956563353888853,5.784460487228704e-05,0.0015900704798947458,0.00010630809033816636,3.519362926362965e-06,1.1225228960149058e-05,2.3677947556643325e-05,5.6139151651299224e-05,4.514932188209318e-07,2006-03-09
0.00022989461948043046,0.0002458113026620926,0.0005700208351788532,0.0003522817313048353,0.00035636762937066486,0.0016919941318014118,0.0004985313048309959,0.0005482111669806006,0.000592632897111268,0.0006514229880019061,0.0003467873848445827,2006-03-10
0.00016738054060017068,0.00015428110160305592,0.0031108736668613835,0.0009406339350386575,0.0013673235985478557,0.0010912423977635479,0.00020244649160699093,0.0006408084465638651,0.00026387013796510807,0.0007520311059765809,0.0009316320326578393,2006-03-13
0.00015210543940808707,0.002223148639902923,0.00012201769002316286,0.0011600676964112627,0.017346637769327038,0.005140260259389261,0.010100553368010828,0.0063068270894693634,0.003420559344659909,0.0022379313917571266,0.0019543126478928636,2006-03-14
0.0023259514893755225,0.00045763514058667643,0.0028731221376353602,0.0007057183234146123,0.002077747406221832,5.839859571249204e-06,5.141024536453773e-05,9.373633705915017e-05,0.00022983425025611373,0.0006667994509109754,0.0006987673434154432,2006-03-15
1.7596195222008693e-05,0.000522075084525004,0.00037455144038650145,0.0020976496528307097,0.01116610363537381,0.010242229797194396,0.008596571970096502,0.006991054913579531,0.005894619040521092,0.004257250490148501,0.002005838546747219,2006-03-16
0.0003947878752300674,0.0001086876874285498,0.00024889552428015234,0.0004874576546961797,0.000312812546582209,0.0005205455087799292,0.00046033512529530064,0.00034081679828777754,0.0008137773740756215,0.0007960165818644485,0.00035245711732395717,2006-03-17
0.004153616964562065,0.00021028085730097427,8.303442683838445e-05,1.6108121018794784e-05,7.161104432553481e-06,0.0003525613841295513,7.903719723293628e-05,0.0001228555265788391,0.0003398345668085902,0.00035303478460063024,0.0003683842904296879,2006-03-20
0.025128607621712984,0.0008494550847244299,0.0006397806338987645,0.0020301573336413826,0.004733751598370578,0.005950267048111171,0.004230195101737394,0.0039198958524382915,0.0013694473094131574,0.0007117721862965447,0.0006965664566204905,2006-03-21
0.008512489557447742,0.0014186107449035649,0.002643226581555694,0.0008602057754473493,0.000824451959137177,0.0008916647220934309,0.0006597255654307682,0.0007289657773198835,7.475775690900023e-05,3.0741213528363816e-05,0.0002479773536188128,2006-03-22
0.006078999306305663,0.0038389694384901958,0.0031033040513667614,0.00018562079242580236,0.0029613721903808386,0.0020762370988119203,0.0037687436898180254,0.0027777742976171807,0.00029100930985682233,0.00010323768658314276,1.7792640637395975e-09,2006-03-23
0.005267298388518112,0.007630230796045824,0.008299000644737995,0.0034828974728842777,9.479023140349711e-07,0.000889584412909192,0.0001960584278309366,0.0005147266096392831,0.00233606602518311,0.0030503983662243783,0.003072669245501483,2006-03-24
0.00944459948004806,0.006842675712206171,0.0021560510194425578,0.0005896439443363203,0.0005707358858737851,0.00022979395183079314,0.0016972886134256472,0.0010686394762115486,5.2364993309839955e-05,0.00010624786490636898,8.537594526732132e-07,2006-03-27
0.020545303886498775,0.004432255201709518,0.00041206444182007767,0.0004765553311246607,0.012091593786018687,0.012363791975382985,0.01881451858507361,0.016539464281598706,0.008667817121221822,0.005812703727142359,0.004279609924644109,2006-03-28
0.003180270479061542,0.02356766281011963,0.007611138139144577,0.0012328926228413124,0.002811071218666918,0.004128074096848024,0.004931345951424656,0.003802371302022779,0.0021306194177858066,0.002430354902312418,0.0014804235956036055,2006-03-29
0.002474537220387302,0.024804716805482636,0.0035827651157813263,0.0002399166111431582,0.002975503781016447,0.004857668383591868,0.00751852595393028,0.006358953148470741,0.005938097470495558,0.0063487190831171825,0.004992553170902116,2006-03-30
0.0011962703852091917,0.017225225613625893,0.007002820033684581,0.0014084258354492916,7.392794736602539e-05,0.0008483435539538254,0.0020599116780328185,0.0024231365866377746,0.0021680944930701925,0.0022387113604099905,0.0025431614950993642,2006-03-31
0.004774424218334075,0.004422622582888256,8.623551326589214e-05,0.0005601121719567841,0.0031889636514991454,0.0019143359507057438,0.003634630109105758,0.004110422273935379,0.002881144341350378,0.0018293727985766617,0.001141364612495928,2006-04-03
0.0007701875638574422,0.00618018494717123,0.0018244346287711317,0.0001650252190984112,1.4638448482862609e-05,0.00014374045372339225,3.444109521732343e-05,9.164829146287223e-05,0.00021034810995381627,0.0007295100343927507,0.00038931301019670624,2006-04-04
0.00013513874697993733,0.007180572542618002,0.0034616887513667185,0.0015191241345052016,0.0004998695981397793,0.002329438737642848,0.0010466011485428018,0.0007317812551421979,0.0001481779263696175,0.00010610302234475626,0.00017044102652428552,2006-04-05
0.005805416669406711,0.0016157904581706435,1.8952882873159472e-05,0.0006410198044607338,0.0017039937112537707,0.0005933693480513965,0.0022436067795799856,0.0034703328771672937,0.00450798032140577,0.004652396398632984,0.00410588074957981,2006-04-06
0.0019723154539770375,0.0027489205981492183,0.0007435070994409718,0.00012172458107697868,0.004124010586424161,0.0029711410410196435,0.003846437801537497,0.006145616619525334,0.008098455083772287,0.00698550208151905,0.010399930556263202,2006-04-07
0.0007545988935937886,0.004946548834640984,4.37542463259305e-05,0.00035267658856660166,0.0013045541505104794,0.00042243087645751226,0.0002728461028265849,0.00047828714569675976,0.00034766298828930493,1.4507147114036873e-05,0.0002243078784350584,2006-04-10
