Mo_1,Mo_3,Mo_6,Yr_1,Yr_2,Yr_3,Yr_5,Yr_7,Yr_10,Yr_20,Yr_30
0.10250794035831157,0.06964720355416927,0.05460868790261115,0.04756256053572983,0.052103502413781505,0.057578976556786,0.06458627020004491,0.06532899385080794,0.06327187970679625,0.06035527695941109,0.05949239141811409
