"beta_0","beta_1","beta_2","lambda","Date"
4.85226498368758,-0.00333563491811484,1.27492529528314,0.0597753114206746,2006-05-18
4.83427176838549,0.0285381792001495,1.14067114905726,0.0597753114206746,2006-05-19
4.97152440070724,-0.105609274079564,0.881847989860927,0.0597753114206746,2006-05-22
4.81611107175763,0.0603846360122786,1.21577754928216,0.0597753114206746,2006-05-23
4.97749853095468,-0.12472659505949,0.883299958006574,0.0597753114206746,2006-05-24
4.85053237504966,0.0179636329772647,1.2040422073054,0.0597753114206746,2006-05-25
5.04786706409125,-0.174156791840705,0.831362611012637,0.0597753114206746,2006-05-26
4.88663022062521,0.00267230920359072,1.17602613141303,0.0597753114206746,2006-05-30
4.67853463372633,0.238217526282691,1.54479575068523,0.0597753114206746,2006-05-31
4.62798382851698,0.273786955081414,1.62127491571875,0.0597753114206746,2006-06-01
5.28530122627587,-0.411187863431968,-0.342148271105218,0.217580302176607,2006-06-02
4.97431185516041,-0.0751266827169105,0.703125479390259,0.0597753114206746,2006-06-05
5.02979126639596,-0.114138102791164,0.513018957006969,0.0597753114206746,2006-06-06
4.93319849723734,-0.00593687672387349,0.686923014704306,0.0597753114206746,2006-06-07
4.95192401754203,-0.0296573480287956,0.562550076252769,0.0597753114206746,2006-06-08
5.01631256273738,-0.153428304308996,0.207472324029459,0.999951699325077,2006-06-09
5.01027747640504,-0.115044519642534,0.256681664634653,0.999951699325077,2006-06-12
4.97806806418903,-0.135832070470635,0.399479092783729,0.999951699325077,2006-06-13
5.05244189676607,-0.249840330728575,0.63835100387811,0.999951699325077,2006-06-14
5.09189565630226,-0.371087340053414,0.797609218203704,0.999951699325077,2006-06-15
5.12792059863633,-0.372096022568612,0.754703550788648,0.999951699325077,2006-06-16
5.13416110677448,-0.328032363153592,0.791464758364356,0.999951699325077,2006-06-19
5.14991419300152,-0.333556541098352,0.74465558937017,0.999951699325077,2006-06-20
5.14646749562409,-0.359804480197663,0.814674750007055,0.999951699325077,2006-06-21
5.17914929808298,-0.465913182667958,1.01331418725931,0.999951699325077,2006-06-22
5.21215528794158,-0.437926442193835,0.953444017624059,0.999951699325077,2006-06-23
5.24174022321402,-0.363095265052466,0.770948932791619,0.999951699325077,2006-06-26
5.21675020867137,-0.248096281139935,0.551396013028437,0.999951699325077,2006-06-27
5.24569738384729,-0.34840081421749,0.746892081121208,0.999951699325077,2006-06-28
5.2189851754491,-0.370912498881606,0.654717956581159,0.999951699325077,2006-06-29
5.12880247136983,-0.356394992730465,0.808000287897034,0.999951699325077,2006-06-30
5.14596901424853,-0.238815531973658,0.621103929639728,0.999951699325077,2006-07-03
5.22764161440902,-0.297188602659354,0.59504280917858,0.999951699325077,2006-07-05
5.18420299787857,-0.25943180634949,0.604926087621561,0.999951699325077,2006-07-06
5.13392131054476,-0.178488101167002,0.494720480586908,0.999951699325077,2006-07-07
5.12599233252634,-0.127000314567651,0.472943588067102,0.999951699325077,2006-07-10
5.09724187653886,-0.0825971470887912,0.445888838210748,0.999951699325077,2006-07-11
5.10174114274,-0.0739341966651088,0.428655365393591,0.999951699325077,2006-07-12
5.08031111358531,-0.070221658698031,0.338224025191518,0.999951699325077,2006-07-13
5.24108673923864,-0.154348926372292,-0.292271289725299,0.189758046874435,2006-07-14
5.06775844650534,-0.00857869735202427,0.313325724817211,0.999951699325077,2006-07-17
5.12717162979893,-0.0521374868310192,0.369631531473076,0.999951699325077,2006-07-18
5.24147974720686,-0.113381895106835,-0.390199042516027,0.189758046874435,2006-07-19
5.22702904734891,-0.137797105613358,-0.431587297689986,0.209866817065193,2006-07-20
5.2533200231693,-0.151019303306126,-0.451971797423893,0.202683815489941,2006-07-21
5.27476330714229,-0.151103905848608,-0.517068978990618,0.202683815489941,2006-07-24
5.28606077955328,-0.128899552871576,-0.540678177290349,0.225854352812101,2006-07-25
5.25094880199634,-0.119630526082488,-0.560840211497963,0.254940919178966,2006-07-26
5.25931386129108,-0.126310933922945,-0.573177668439706,0.266413420154203,2006-07-27
5.22439436423889,-0.129059467172966,-0.701249122939011,0.292682311984649,2006-07-28
5.23401266872916,-0.100847481704153,-0.833851682844487,0.307850655363993,2006-07-31
5.2247311838736,-0.00178114696005901,-1.04835025555518,0.388473320599321,2006-08-01
5.20622024166554,0.00929862349499216,-1.05665099075454,0.364622214530135,2006-08-02
5.17934244187526,0.0317673157681837,-0.945663372583274,0.364622214530135,2006-08-03
5.14400016654491,0.0449359009298379,-1.06043071733426,0.388473320599321,2006-08-04
5.1437913229667,0.0795384981808633,-1.01723150790676,0.364622214530135,2006-08-07
5.16261339273461,0.0542089858259877,-1.11975549928683,0.415689908691672,2006-08-08
5.22094594323013,-0.0514578351280799,-1.11796396603042,0.34349132551597,2006-08-09
5.24373442066936,-0.085928895952488,-1.10256419285034,0.324702348637074,2006-08-10
5.25959356409371,-0.086310308857465,-0.994418943565269,0.324702348637074,2006-08-11
5.29101997034427,-0.0790893536687686,-0.965922734584062,0.307850655363993,2006-08-14
5.21116396179024,-0.00331748837790064,-1.08647263175612,0.34349132551597,2006-08-15
5.16892612287128,0.0218015668544662,-1.23603278676401,0.364622214530135,2006-08-16
5.17573243441458,0.0216255521011712,-1.22876307760793,0.34349132551597,2006-08-17
5.14898961311753,0.0537586801923927,-1.29568759830082,0.34349132551597,2006-08-18
5.13411967333882,0.0824813717667955,-1.35661913978688,0.364622214530135,2006-08-21
5.11857337759612,0.0990693663103802,-1.32059422077753,0.364622214530135,2006-08-22
5.11219638128958,0.100254200753071,-1.27551378019006,0.364622214530135,2006-08-23
5.11059108157855,0.092574975280239,-1.2615764577355,0.34349132551597,2006-08-24
5.09333260787055,0.124553518926407,-1.3171052468461,0.364622214530135,2006-08-25
5.10836908685831,0.108797835108263,-1.30521376692137,0.34349132551597,2006-08-28
5.08226921472602,0.127746437738352,-1.26174731958006,0.364622214530135,2006-08-29
5.09132788166677,0.0944871859020456,-1.3927392395885,0.34349132551597,2006-08-30
5.05032880604563,0.116357358016591,-1.37988349289207,0.364622214530135,2006-08-31
5.04259194705653,0.0916337170606269,-1.3517690727454,0.364622214530135,2006-09-01
5.13270692028494,-0.0516566318430158,-1.25064963693834,0.307850655363993,2006-09-05
5.15096560849334,-0.115279950395742,-1.1065436699559,0.278926929019527,2006-09-06
5.14060413032251,-0.101339231439225,-1.11262175859615,0.278926929019527,2006-09-07
5.13130601764718,-0.135114070964177,-1.10251512552976,0.266413420154203,2006-09-08
5.18041892436545,-0.170043235077361,-1.09984879917046,0.244439438557852,2006-09-11
5.13935398459744,-0.176987465020039,-1.00395986556301,0.225854352812101,2006-09-12
5.10485184515238,-0.140972514988953,-1.01045235262746,0.254940919178966,2006-09-13
5.12488635951476,-0.127633395714648,-0.988139623943546,0.244439438557852,2006-09-14
5.13243810166769,-0.150360453674305,-0.887668041839116,0.217580302176607,2006-09-15
5.14337964986835,-0.16748530878007,-0.849107833193079,0.209866817065193,2006-09-18
5.07699522755796,-0.122296952681141,-1.00379157012502,0.234776374733519,2006-09-19
5.06001966660431,-0.103999581662884,-0.955274653794475,0.225854352812101,2006-09-20
4.99425283604899,-0.0556781342807234,-1.16893846094147,0.266413420154203,2006-09-21
4.95719466551638,-0.0134510153589283,-1.28381266840382,0.278926929019527,2006-09-22
4.9176991382847,0.0058645523667349,-1.33172574213397,0.278926929019527,2006-09-25
4.92748546377052,-0.0345662098581476,-1.13519771787616,0.244439438557852,2006-09-26
4.95050929908493,-0.0799720074674359,-1.10906033264159,0.244439438557852,2006-09-27
4.99551503929362,-0.15343484926978,-1.04712120111953,0.225854352812101,2006-09-28
5.00080876082101,-0.126093445328624,-1.06669367760738,0.225854352812101,2006-09-29
4.97519430757615,-0.0727348991658024,-1.19242445124227,0.266413420154203,2006-10-02
4.98375954935015,-0.0609320053634823,-1.25061998573568,0.266413420154203,2006-10-03
4.92161657346239,0.0450283329532288,-1.43193638958862,0.324702348637074,2006-10-04
4.97388182677165,0.0103730943869831,-1.39538090414375,0.307850655363993,2006-10-05
5.06041839618383,-0.0984574165240092,-1.17036862845827,0.266413420154203,2006-10-06
5.09971050805072,-0.0909937709542142,-1.08879539578581,0.244439438557852,2006-10-10
5.10621168411492,-0.0552196297038959,-1.06138806849269,0.266413420154203,2006-10-11
5.10917499508825,-0.0249806845383682,-1.14275643698265,0.278926929019527,2006-10-12
5.13390299887474,-0.052053026088191,-1.09191751219084,0.278926929019527,2006-10-13
5.10456275412887,0.0294763173725087,-1.19538266033629,0.307850655363993,2006-10-16
5.08184401081024,0.0802506233816839,-1.26946087573166,0.34349132551597,2006-10-17
5.06145485948948,0.0897210189115635,-1.21379035312498,0.324702348637074,2006-10-18
5.09437965127983,0.0498385441447979,-1.20803947514897,0.307850655363993,2006-10-19
5.09286538422471,0.0317520675937055,-1.13709881526313,0.292682311984649,2006-10-20
5.12095440735623,0.0465016596507643,-1.12063356636788,0.307850655363993,2006-10-23
5.10367611987732,0.113500437149303,-1.15717280328964,0.34349132551597,2006-10-24
5.05440132574015,0.159154321524104,-1.24547384324952,0.34349132551597,2006-10-25
5.0090394477987,0.221376649048842,-1.38551897819342,0.364622214530135,2006-10-26
4.95881904373303,0.262270509068204,-1.46043452396417,0.388473320599321,2006-10-27
4.94034853394521,0.284592046107849,-1.41430468238148,0.388473320599321,2006-10-30
4.87264592532269,0.362038143375384,-1.53745622270802,0.415689908691672,2006-10-31
4.82867756450764,0.411303794109579,-1.63012294435746,0.446990440532349,2006-11-01
4.88181573115003,0.349965925141416,-1.62893873333469,0.415689908691672,2006-11-02
4.94775655357238,0.282165575592015,-1.2431709330522,0.388473320599321,2006-11-03
4.9425665741042,0.27884798056618,-1.25595072827816,0.364622214530135,2006-11-06
4.91286474398864,0.324275271717883,-1.41657858753092,0.388473320599321,2006-11-07
4.87235274525122,0.380289536279273,-1.43245060061394,0.415689908691672,2006-11-08
4.88472454157193,0.356401245159523,-1.47661258683,0.388473320599321,2006-11-09
4.84858886642102,0.402293996633593,-1.52985739283735,0.388473320599321,2006-11-10
4.86996950195406,0.357499565295039,-1.44090967174251,0.364622214530135,2006-11-13
4.79630925536919,0.469355354537639,-1.4355662473617,0.415689908691672,2006-11-14
4.82781212133639,0.428187594915123,-1.31281328366497,0.388473320599321,2006-11-15
4.88850530359605,0.34781072854112,-1.25612541112718,0.34349132551597,2006-11-16
4.83274491913402,0.398666262457082,-1.35150155273372,0.388473320599321,2006-11-17
4.82013841646224,0.411600104137661,-1.3469533432169,0.388473320599321,2006-11-20
4.79042970870744,0.474111076790416,-1.37778154044718,0.415689908691672,2006-11-21
4.78743407828168,0.467488962676126,-1.39785977219236,0.415689908691672,2006-11-22
4.77845108213751,0.446578465745137,-1.41173430872293,0.388473320599321,2006-11-24
4.7585171105779,0.485676806890319,-1.42662610117671,0.415689908691672,2006-11-27
4.72437459547024,0.546245088743702,-1.51296372189052,0.446990440532349,2006-11-28
4.76184555055482,0.495819567532231,-1.55690089763623,0.415689908691672,2006-11-29
4.69502262981791,0.549176690948311,-1.59219757350636,0.446990440532349,2006-11-30
4.69136689421232,0.553417427228587,-1.82753562829431,0.483398156954177,2006-12-01
4.71492583629192,0.476801358110653,-1.80479988313416,0.446990440532349,2006-12-04
4.7744515841341,0.282431544615819,-1.69961369483164,0.364622214530135,2006-12-05
4.7978282354972,0.269329152927966,-1.60385264869235,0.34349132551597,2006-12-06
4.78492880438049,0.285859251132562,-1.5506764765719,0.364622214530135,2006-12-07
4.83914564869256,0.210174919017195,-1.3188397060278,0.324702348637074,2006-12-08
4.8340779109213,0.182713353113572,-1.37780624390104,0.292682311984649,2006-12-11
4.80177518023003,0.228711207536188,-1.50458691427288,0.324702348637074,2006-12-12
4.88747370552442,0.131325846050166,-1.30740702181395,0.292682311984649,2006-12-13
4.92523881156821,0.103037798632253,-1.29076925990225,0.278926929019527,2006-12-14
4.94065385130399,0.0336249054976182,-1.23840577130869,0.254940919178966,2006-12-15
4.9406839312037,0.0637717474319394,-1.30390980339153,0.266413420154203,2006-12-18
4.94686033896755,0.0705942995644692,-1.33835933051071,0.278926929019527,2006-12-19
4.93515080802965,0.0960365940225918,-1.33861529301685,0.292682311984649,2006-12-20
4.92068368948568,0.099874203050856,-1.47926654869817,0.292682311984649,2006-12-21
4.96227194462678,0.0563143529335049,-1.27889266441207,0.292682311984649,2006-12-22
4.93833910976094,0.0842568559391989,-1.28860553594272,0.278926929019527,2006-12-26
4.99183822401039,-0.00645070596440285,-1.11097488357,0.244439438557852,2006-12-27
5.02164007239002,-0.0349517876929381,-1.00824793316281,0.225854352812101,2006-12-28
5.00749474472606,-0.0168352225094962,-0.952292892477078,0.234776374733519,2006-12-29
4.97785987601941,0.0522490113058254,-1.07229250632079,0.254940919178966,2007-01-02
4.93421812367039,0.104646611519747,-1.07433318984237,0.292682311984649,2007-01-03
4.88593964183172,0.134292591556713,-1.13023569764026,0.307850655363993,2007-01-04
4.91500280347929,0.111964747088583,-1.05913487350082,0.278926929019527,2007-01-05
4.90385056943763,0.170822732249277,-1.07505432983842,0.292682311984649,2007-01-08
4.9043951979849,0.184983728581567,-1.11959837902793,0.292682311984649,2007-01-09
4.93064870825076,0.174995749078115,-1.09303237057519,0.307850655363993,2007-01-10
4.9741655776548,0.159959417675427,-1.03773210515796,0.307850655363993,2007-01-11
5.02052648054836,0.0995165259705894,-0.994808084861285,0.292682311984649,2007-01-12
5.02212110162285,0.116958203652067,-1.11257393583975,0.292682311984649,2007-01-16
5.04096914778749,0.103698093547311,-1.0019376994355,0.292682311984649,2007-01-17
5.01818386669814,0.113065711545644,-1.05501477618654,0.278926929019527,2007-01-18
5.04679880909046,0.08604417536259,-1.0083533265548,0.254940919178966,2007-01-19
5.00906937296226,0.132641546358235,-1.01065750441115,0.266413420154203,2007-01-22
5.06566889249758,0.0918798648313005,-0.982459097306584,0.278926929019527,2007-01-23
5.08232159483837,0.0551213220013279,-0.983561906570532,0.266413420154203,2007-01-24
5.13462864347557,-9.94503134650617e-05,-0.889462221427592,0.254940919178966,2007-01-25
5.15940474017519,-0.040686791856163,-0.847164320521483,0.234776374733519,2007-01-26
5.15845888091503,-0.0336120540913257,-0.790185378431754,0.244439438557852,2007-01-29
5.15805558849803,-0.0210028161748031,-0.912535678753654,0.254940919178966,2007-01-30
5.09502887504215,0.0412830645160911,-0.959395560307084,0.278926929019527,2007-01-31
5.08497665409662,0.0459469765894254,-0.865646862628128,0.266413420154203,2007-02-01
5.09456235808964,0.0494162218068885,-0.965062254037967,0.278926929019527,2007-02-02
5.06780810738608,0.104480353901606,-1.04419670954882,0.307850655363993,2007-02-05
5.01847333327031,0.191439269683953,-1.14869501235034,0.34349132551597,2007-02-06
5.01817996970676,0.202327197256631,-1.27246239735757,0.34349132551597,2007-02-07
4.96010578215806,0.265718860969728,-1.16860283813943,0.364622214530135,2007-02-08
5.02062044104442,0.196138314079873,-1.09079137131922,0.34349132551597,2007-02-09
5.0305670175413,0.202994321884086,-1.07090256606361,0.34349132551597,2007-02-12
5.03632920062275,0.228848571790053,-1.08115538007812,0.388473320599321,2007-02-13
4.98044984549809,0.284687422912753,-1.28425986741053,0.388473320599321,2007-02-14
4.95144924076084,0.325691255780586,-1.37107212824147,0.415689908691672,2007-02-15
4.94741924560464,0.324212493428734,-1.38367583126111,0.388473320599321,2007-02-16
4.92824403205072,0.360300671219509,-1.40683007808069,0.415689908691672,2007-02-20
4.93610321331221,0.363402091662895,-1.3933470092173,0.415689908691672,2007-02-21
4.98533394313109,0.306679934833762,-1.3499274670787,0.388473320599321,2007-02-22
4.93420027483514,0.364327445835858,-1.4287093966655,0.415689908691672,2007-02-23
4.88099515884098,0.423690077167326,-1.49763473958127,0.415689908691672,2007-02-26
4.77371724130745,0.525083941909023,-1.82268068827939,0.483398156954177,2007-02-27
4.82595064963133,0.485159535334611,-1.73603552239451,0.483398156954177,2007-02-28
4.83461438370153,0.478188599964742,-1.81569653841405,0.483398156954177,2007-03-01
4.82054988563602,0.466180905692357,-1.93976761253976,0.483398156954177,2007-03-02
4.78708673701941,0.505660298898157,-1.89735608269855,0.526279805493316,2007-03-05
4.82161224432961,0.480999265337737,-1.87804174441015,0.483398156954177,2007-03-06
4.80554667278286,0.492281781636248,-1.96544371080195,0.483398156954177,2007-03-07
4.81034830570795,0.478958515296785,-1.92989070407841,0.483398156954177,2007-03-08
4.87662745123308,0.395805809440218,-1.70419215998716,0.446990440532349,2007-03-09
4.85584599491662,0.41915140166356,-1.80854297983703,0.446990440532349,2007-03-12
4.83692194029134,0.462104923919373,-2.11935549870771,0.483398156954177,2007-03-13
4.86592031712216,0.422548903076134,-2.06932959481544,0.483398156954177,2007-03-14
4.87471668808555,0.387634613161209,-1.97837114429569,0.446990440532349,2007-03-15
4.90249713399241,0.336454236247814,-1.9597402763151,0.415689908691672,2007-03-16
4.91501994072801,0.322679180191824,-1.87988581142315,0.415689908691672,2007-03-19
4.88935322910592,0.379684275082857,-1.95845705050998,0.446990440532349,2007-03-20
4.88611597668453,0.396033204896827,-2.17278952921369,0.483398156954177,2007-03-21
4.95832276655368,0.313962859786615,-2.06124783613586,0.483398156954177,2007-03-22
5.00184930510013,0.271353258451204,-2.07483840034718,0.446990440532349,2007-03-23
4.99894771803333,0.262632250292206,-2.17684952986765,0.446990440532349,2007-03-26
5.0226819233096,0.235023596051286,-2.15310676102829,0.446990440532349,2007-03-27
5.02208707321015,0.233354364454425,-2.18939052714326,0.483398156954177,2007-03-28
5.04340721020024,0.11700524223568,-1.95653465193183,0.415689908691672,2007-03-29
5.0336890445279,0.137542169993581,-1.90135489060814,0.446990440532349,2007-03-30
5.03671541626365,0.168354003874656,-1.96534310586889,0.446990440532349,2007-04-02
5.03998261801368,0.175670863629547,-1.89931391218287,0.446990440532349,2007-04-03
5.04588941387147,0.180051169171519,-1.98757444682238,0.446990440532349,2007-04-04
5.08203494374203,0.0940422802115964,-1.89374664184505,0.415689908691672,2007-04-05
5.11247860759519,0.0531498500213387,-1.56484644161022,0.388473320599321,2007-04-06
5.11348824891607,0.0397269073707931,-1.57998036700932,0.388473320599321,2007-04-09
5.12533131116951,-0.00336257731352695,-1.63487159592262,0.364622214530135,2007-04-10
5.12720962229792,-0.00290967512687259,-1.57134323030944,0.364622214530135,2007-04-11
5.11145318217205,0.00455423533986617,-1.52438548403531,0.364622214530135,2007-04-12
5.14931043604245,-0.0602229650318954,-1.43536692421276,0.324702348637074,2007-04-13
5.0919328573637,-0.00745304861882874,-1.38208252271281,0.34349132551597,2007-04-16
5.04949885463697,0.028810989689279,-1.52001498567582,0.364622214530135,2007-04-17
5.02650825201759,0.0438041782196888,-1.61381567379605,0.364622214530135,2007-04-18
5.05572966873589,0.00575076956148448,-1.6087165203776,0.364622214530135,2007-04-19
5.06923385427877,-0.00379748263366338,-1.64042232217927,0.364622214530135,2007-04-20
5.05574447200087,0.00652022642802439,-1.69873031582666,0.364622214530135,2007-04-23
5.01285300939957,0.0525549428996437,-1.74517031725659,0.388473320599321,2007-04-24
5.05392488750114,0.006423667698236,-1.68747967484228,0.364622214530135,2007-04-25
5.09535567793218,-0.0552895955414501,-1.57288266029806,0.34349132551597,2007-04-26
5.12568334218376,-0.12155956964916,-1.5276289928549,0.324702348637074,2007-04-27
5.04889128466427,-0.0690182910620464,-1.60348314932515,0.324702348637074,2007-04-30
5.05227510743078,-0.132574671143282,-1.39880021411535,0.292682311984649,2007-05-01
5.0576097055591,-0.120471627918003,-1.40435236180719,0.292682311984649,2007-05-02
5.08406349044494,-0.144220676793478,-1.30489948654663,0.266413420154203,2007-05-03
5.04192193635477,-0.0996695268299486,-1.35751625800609,0.278926929019527,2007-05-04
5.02603479570305,-0.0772981167761563,-1.36727173377447,0.278926929019527,2007-05-07
5.04657493072282,-0.0956035280480618,-1.43380775937052,0.278926929019527,2007-05-08
5.08351590512083,-0.161793255970643,-1.27557311501187,0.254940919178966,2007-05-09
5.07132374716929,-0.155627375054188,-1.34758599847019,0.278926929019527,2007-05-10
5.09736131888885,-0.206848179832436,-1.27410146164226,0.266413420154203,2007-05-11
5.10898222303924,-0.232017030346933,-1.15352179560482,0.244439438557852,2007-05-14
5.10440543530641,-0.219372709241861,-1.1149701878567,0.266413420154203,2007-05-15
5.11453330519071,-0.296780832470846,-1.00612364995131,0.244439438557852,2007-05-16
5.12743968411089,-0.255085420816881,-0.956237055993792,0.254940919178966,2007-05-17
5.17836313686539,-0.281299823513329,-0.876674921786934,0.234776374733519,2007-05-18
5.15554679421528,-0.200569843096841,-1.04465092594016,0.266413420154203,2007-05-21
5.1658828622292,-0.131370356641377,-1.11154268566213,0.324702348637074,2007-05-22
5.20291577343275,-0.187829960859479,-1.04744959869241,0.307850655363993,2007-05-23
5.17769186831955,-0.173120478052069,-0.984227663180482,0.324702348637074,2007-05-24
5.18394952659012,-0.208709859990644,-0.901313259302164,0.307850655363993,2007-05-25
5.18840742473099,-0.207346190110077,-0.828729804376987,0.278926929019527,2007-05-29
5.18609709072777,-0.230750471906011,-0.721535260787563,0.254940919178966,2007-05-30
5.16508462498471,-0.31466614564159,-0.232793845779886,0.159199524458964,2007-05-31
5.11979327920831,-0.239436104695639,0.292199561651928,0.0597753114206746,2007-06-01
5.08137345829545,-0.196182179440347,0.213070191286917,0.0597753114206746,2007-06-04
5.04280659605364,-0.234878019232379,0.146502000075322,0.999951699325077,2007-06-05
4.95750447863206,-0.0927276103599587,0.661854750115168,0.0597753114206746,2007-06-06
5.24566850918319,-0.396331785185051,-0.00126035471984865,0.446990440532349,2007-06-07
5.25549617490958,-0.455128201190759,0.00259441083815985,0.526279805493316,2007-06-08
5.23613528847927,-0.499716077566138,-0.00195013293357828,0.945575709762344,2007-06-11
5.3540694946906,-0.673181930097945,0.0955000016694729,0.999951699325077,2007-06-12
5.27256060914921,-0.646291688250503,0.265807927808894,0.999951699325077,2007-06-13
5.29156886178977,-0.745309087602941,0.445438197916945,0.999951699325077,2007-06-14
5.23582856410166,-0.755092758518677,0.449946449250585,0.999951699325077,2007-06-15
5.22937738616336,-0.68408233892348,0.323543948177159,0.999951699325077,2007-06-18
5.16658825555485,-0.614316437587279,0.236256977377936,0.999951699325077,2007-06-19
5.20800813474565,-0.623252169166359,0.275109060303768,0.999951699325077,2007-06-20
